Woreda,Kebele,Crop,Latitude,Longitude
Deder,Dire Welteha,Maize,9.2366658,41.4891605
Meta,Hakabas,Khat,9.4518438,41.5927704
Fedis,Kerensa Lencho,Khat,9.14642,42.1213575
Meta,Hakabas,Khat,9.4519446,41.5956587
Fedis,Aneni,Maize,9.0219528,42.0942614
Fedis,Aneni,Haricot_Bean,9.0219528,42.0942614
Meta,Hakabas,Maize,9.4345548,41.5966919
Meta,Hakabas,Sorghum,9.434533,41.5966889
Meta,Hakabas,Haricot_Bean,9.4347795,41.5969414
Meta,Hakabas,Khat,9.4347864,41.5969131
Chinakesen,Mudi Dawe,Wheat,9.5398896,42.4047455
Meta,Dhoqe #2,Khat,9.4323502,41.5708035
Fedis,Kerensa Lencho,Maize,9.1478303,42.1177526
Fedis,Kerensa Lencho,Sorghum,9.1478303,42.1177526
Meta,Dhoqe #2,Maize,9.4312741,41.5631928
Meta,Dhoqe #2,Khat,9.4312587,41.5631902
Melka Belo,Burika Negeya,Maize,9.1706103,41.3053286
Melka Belo,Burika Negeya,Khat,9.1706103,41.3053286
Jarso,Weltehi,Maize,9.4428013,42.2643681
Jarso,Weltehi,Potato,9.4428013,42.2643681
Jarso,Weltehi,Khat,9.4469775,42.2566223
Chinakesen,Lugo,Wheat,9.521145,42.6076
Chinakesen,Yugyug,Wheat,9.5341148,42.6254073
Fedis,Negeya Umerkule,Sorghum,9.1358525,42.0602262
Jarso,Gara Abdula,Wheat,9.4638793,42.2338644
Jarso,Gara Abdula,Potato,9.4638619,42.2338788
Jarso,Gara Abdula,Khat,9.4675372,42.2333663
Fedis,Kerensa Lencho,Maize,9.1479297,42.1181308
Fedis,Kerensa Lencho,Sorghum,9.1479297,42.1181308
Gursum,Harashi,Khat,9.3870808,42.3507034
Melka Belo,Boko Jalela,Sorghum,9.1758176,41.3048696
Melka Belo,Boko Jalela,Maize,9.1177426,41.4146904
Melka Belo,Boko Jalela,Sorghum,9.1177426,41.4146904
Chinakesen,Yugyug,Wheat,9.5468036,42.6368794
Jarso,Gara Abdula,Wheat,9.4467502,42.2458705
Jarso,Gara Abdula,Khat,9.4467502,42.2458705
Fedis,Kufa Bobasa,Maize,9.005194,42.2213218
Meta,Hakabas,Maize,9.4504828,41.6044763
Meta,Hakabas,Sorghum,9.4505573,41.6044232
Meta,Hakabas,Haricot_Bean,9.4505018,41.6044232
Meta,Hakabas,Khat,9.4505406,41.6044371
Chinakesen,Yugyug,Sorghum,9.5419276,42.6340036
Chinakesen,Yugyug,Wheat,9.5410959,42.6339557
Fedis,Aneni,Sorghum,9.0138402,42.1021617
Fedis,Aneni,Khat,9.0132473,42.1023179
Deder,Dire Welteha,Maize,9.2312303,41.4879562
Chinakesen,Godagorez,Wheat,9.458627,42.6260953
Chinakesen,Godagorez,Maize,9.4555045,42.6277041
Babile,Nejata Gemechis,Sorghum,9.1692472,42.1704234
Jarso,Bedesa,Maize,9.4437181,42.316158
Jarso,Bedesa,Wheat,9.4437181,42.316158
Jarso,Bedesa,Potato,9.4437181,42.316158
Gursum,Harashi,Maize,9.3815452,42.3576215
Gursum,Harashi,Khat,9.3815452,42.3576215
Babile,Ifedin,Sorghum,9.1967873,42.2497642
Gursum,Harashi,Maize,9.39003,42.3533071
Gursum,Harashi,Khat,9.39003,42.3533071
Melka Belo,Burika Negeya,Maize,9.1672775,41.2813356
Melka Belo,Burika Negeya,Khat,9.1672775,41.2813356
Babile,Ifedin,Sorghum,9.2016457,42.1968515
Babile,Ifedin,Ground_Nut,9.2016457,42.1968515
Babile,Ifedin,Khat,9.2016457,42.1968515
Chinakesen,Mudi Dawe,Maize,9.5503432,42.409524
Chinakesen,Mudi Dawe,Sorghum,9.5503432,42.409524
Chinakesen,Mudi Dawe,Haricot_Bean,9.5513656,42.4072768
Chinakesen,Yugyug,Wheat,9.5496432,42.6341267
Gursum,Harashi,Maize,9.3788322,42.3563671
Gursum,Harashi,Khat,9.3788322,42.3563671
Melka Belo,Boko Jalela,Maize,9.0797166,41.4340051
Melka Belo,Burika Negeya,Maize,9.1679899,41.281283
Melka Belo,Burika Negeya,Sorghum,9.1679899,41.281283
Melka Belo,Burika Negeya,Khat,9.1679899,41.281283
Fedis,Kerensa Lencho,Maize,9.144639,42.0877085
Fedis,Kerensa Lencho,Sorghum,9.1445664,42.0882416
Fedis,Kerensa Lencho,Sorghum,9.1498503,42.1135348
Fedis,Kerensa Lencho,Khat,9.1498503,42.1135348
Melka Belo,Burika Negeya,Maize,9.1758176,41.3048696
Melka Belo,Burika Negeya,Khat,9.1758176,41.3048696
Midega Tola,Bilisuma,Maize,8.8290145,42.1610259
Midega Tola,Bilisuma,Sorghum,8.8292452,42.1614677
Midega Tola,Bilisuma,Ground_Nut,8.8301946,42.1517997
Chinakesen,Godagorez,Maize,9.4655062,42.6161386
Chinakesen,Godagorez,Wheat,9.4651155,42.6193588
Jarso,Weltehi,Maize,9.4278008,42.294396
Jarso,Weltehi,Khat,9.4278008,42.294396
Melka Belo,Boko Jalela,Maize,9.1758176,41.3048696
Chinakesen,Mudi Dawe,Wheat,9.5428379,42.423849
Melka Belo,Burika Negeya,Maize,9.1669639,41.2808906
Melka Belo,Burika Negeya,Khat,9.1669639,41.2808906
Chinakesen,Godagorez,Maize,9.4639773,42.6192408
Meta,Waybar,Maize,9.4583253,41.557531
Meta,Waybar,Khat,9.4583253,41.557531
Chinakesen,Lugo,Wheat,9.5203578,42.6030791
Chinakesen,Lugo,Wheat,9.5186219,42.6000466
Chinakesen,Lugo,Khat,9.5186219,42.6000466
Chinakesen,Lugo,Wheat,9.5167155,42.5819065
Chinakesen,Lugo,Khat,9.5168238,42.5818944
Jarso,Gara Abdula,Maize,9.4590021,42.2395779
Jarso,Gara Abdula,Wheat,9.4591839,42.2397177
Jarso,Gara Abdula,Potato,9.4590021,42.2395779
Jarso,Gara Abdula,Khat,9.4576423,42.2393643
Meta,Hakabas,Khat,9.4530768,41.5911858
Fedis,Kufa Bobasa,Maize,9.0189868,42.2283455
Fedis,Kufa Bobasa,Sorghum,9.0189868,42.2283455
Fedis,Kufa Bobasa,Khat,9.0193592,42.2281656
Fedis,Aneni,Maize,9.0047526,42.0537621
Fedis,Aneni,Sorghum,9.0047526,42.0537621
Meta,Waybar,Maize,9.4662023,41.5414597
Meta,Waybar,Khat,9.4662023,41.5414597
Fedis,Kerensa Lencho,Maize,9.1537222,42.0925757
Fedis,Kerensa Lencho,Sorghum,9.1537128,42.0926187
Meta,Hakabas,Sorghum,9.4415804,41.6017325
Meta,Hakabas,Haricot_Bean,9.4415719,41.6017405
Meta,Hakabas,Khat,9.4415275,41.6017612
Chinakesen,Lugo,Wheat,9.5221463,42.6032723
Fedis,Kufa Bobasa,Maize,9.0169515,42.216721
Fedis,Kufa Bobasa,Sorghum,9.0168492,42.2171247
Fedis,Kufa Bobasa,Haricot_Bean,9.0169515,42.216721
Fedis,Kufa Bobasa,Ground_Nut,9.0169515,42.216721
Fedis,Kufa Bobasa,Khat,9.0178572,42.2236308
Fedis,Kufa Bobasa,Maize,8.9687663,42.2567005
Chinakesen,Mudi Dawe,Maize,9.5516524,42.4036718
Chinakesen,Mudi Dawe,Khat,9.5516524,42.4036718
Fedis,Kerensa Lencho,Maize,9.1496473,42.1449443
Fedis,Kerensa Lencho,Sorghum,9.14957,42.1449053
Gursum,Harashi,Maize,9.3965151,42.3555773
Melka Belo,Burika Negeya,Maize,9.1637776,41.2962411
Melka Belo,Burika Negeya,Sorghum,9.1637776,41.2962411
Chinakesen,Yugyug,Maize,9.5384557,42.6200689
Chinakesen,Yugyug,Wheat,9.5384378,42.6199958
Deder,Dire Welteha,Maize,9.2347872,41.4795575
Deder,Dire Welteha,Khat,9.2347233,41.4797516
Chinakesen,Godagorez,Maize,9.4525498,42.6120006
Chinakesen,Godagorez,Sorghum,9.4525498,42.6120006
Chinakesen,Godagorez,Khat,9.4525498,42.6120006
Melka Belo,Boko Jalela,Maize,9.0898242,41.4320056
Melka Belo,Boko Jalela,Sorghum,9.0898242,41.4320056
Fedis,Kufa Bobasa,Maize,9.0066485,42.2187853
Fedis,Kufa Bobasa,Sorghum,9.0066485,42.2187853
Deder,Cheka Gemechu,Maize,9.2905564,41.3409893
Gursum,Harashi,Maize,9.377261,42.3602988
Gursum,Harashi,Khat,9.377261,42.3602988
Fedis,Negeya Umerkule,Khat,9.1649035,42.0894206
Chinakesen,Lugo,Wheat,9.5158864,42.5895974
Chinakesen,Yugyug,Wheat,9.5364651,42.6222947
Chinakesen,Lugo,Wheat,9.5180692,42.5976404
Babile,Tula,Sorghum,9.2111267,42.2925401
Babile,Nejata Gemechis,Sorghum,9.1869045,42.1696395
Babile,Nejata Gemechis,Khat,9.1869045,42.1696395
Chinakesen,Godagorez,Sorghum,9.4585969,42.6279506
Chinakesen,Mudi Dawe,Wheat,9.5435615,42.4238025
Jarso,Weltehi,Maize,9.4172723,42.2766084
Jarso,Weltehi,Khat,9.4172723,42.2766084
Babile,Nejata Gemechis,Sorghum,9.1453696,42.1741046
Meta,Hakabas,Maize,9.4341831,41.5809566
Meta,Hakabas,Sorghum,9.4340903,41.5807766
Midega Tola,Bilisuma,Maize,8.8283721,42.1697524
Midega Tola,Bilisuma,Sorghum,8.8271647,42.17024
Midega Tola,Bilisuma,Khat,8.8283721,42.1697524
Midega Tola,Bilisuma,Maize,8.8248347,42.1478085
Midega Tola,Bilisuma,Sorghum,8.8248706,42.1478055
Fedis,Aneni,Sorghum,9.0300586,42.0918261
Fedis,Aneni,Khat,9.0300586,42.0918261
Midega Tola,Bilisuma,Maize,8.7884561,42.1918083
Midega Tola,Bilisuma,Sorghum,8.7884562,42.191833
Melka Belo,Burika Negeya,Maize,9.1728068,41.3022063
Melka Belo,Burika Negeya,Khat,9.1728068,41.3022063
Babile,Tula,Sorghum,9.2140979,42.2845958
Babile,Tula,Ground_Nut,9.2166342,42.2886981
Gursum,Harashi,Maize,9.3905702,42.3565605
Gursum,Harashi,Khat,9.3905702,42.3565605
Fedis,Kufa Bobasa,Maize,9.0525544,42.1997226
Fedis,Kufa Bobasa,Sorghum,9.0525544,42.1997226
Fedis,Kufa Bobasa,Ground_Nut,9.0525544,42.1997226
Fedis,Kufa Bobasa,Khat,9.0525544,42.1997226
Babile,Ifedin,Sorghum,9.191727,42.1882598
Babile,Ifedin,Khat,9.1915469,42.1889215
Melka Belo,Burika Negeya,Potato,9.1778143,41.3212785
Deder,Cheka Gemechu,Maize,9.2694816,41.3386948
Deder,Cheka Gemechu,Potato,9.2694816,41.3386948
Melka Belo,Burika Negeya,Maize,9.1848444,41.3214606
Chinakesen,Yugyug,Wheat,9.5341393,42.6233129
Fedis,Kerensa Lencho,Sorghum,9.1607604,42.1326733
Gursum,Harashi,Maize,9.3807932,42.3606425
Gursum,Harashi,Khat,9.3807932,42.3606425
Fedis,Kufa Bobasa,Maize,9.0189868,42.2583455
Fedis,Aneni,Maize,9.0278953,42.0908704
Fedis,Aneni,Maize,8.9477304,42.0421356
Deder,Dire Welteha,Maize,9.2360879,41.4756237
Deder,Dire Welteha,Sorghum,9.2360879,41.4756237
Deder,Dire Welteha,Potato,9.2360879,41.4756237
Deder,Dire Welteha,Khat,9.2360879,41.4756237
Chinakesen,Mudi Dawe,Wheat,9.5472102,42.3929192
Chinakesen,Mudi Dawe,Khat,9.546977,42.3928529
Melka Belo,Boko Jalela,Maize,9.1140991,41.4154642
Jarso,Weltehi,Maize,9.4100205,42.2694746
Jarso,Weltehi,Khat,9.4100205,42.2694746
Jarso,Gara Abdula,Maize,9.4433473,42.2476935
Jarso,Gara Abdula,Khat,9.4438013,42.247155
Jarso,Mulata,Maize,9.5952868,42.2086829
Jarso,Mulata,Ground_Nut,9.5951455,42.2087783
Melka Belo,Burika Negeya,Maize,9.1749019,41.283578
Melka Belo,Burika Negeya,Haricot_Bean,9.1749019,41.283578
Deder,Cheka Gemechu,Maize,9.2730245,41.313784
Deder,Cheka Gemechu,Sorghum,9.2730245,41.313784
Gursum,Harashi,Maize,9.379795,42.3606151
Gursum,Harashi,Khat,9.379795,42.3606151
Midega Tola,Bilisuma,Maize,8.7886636,42.1919951
Midega Tola,Bilisuma,Sorghum,8.7886552,42.191989
Chinakesen,Yugyug,Sorghum,9.5388169,42.640213
Chinakesen,Yugyug,Wheat,9.5386472,42.6383069
Melka Belo,Boko Jalela,Maize,9.11133,41.4087936
Melka Belo,Boko Jalela,Sorghum,9.11133,41.4087936
Melka Belo,Boko Jalela,Haricot_Bean,9.11133,41.4087936
Jarso,Bedesa,Maize,9.4410547,42.2965795
Jarso,Bedesa,Khat,9.4410547,42.2965795
Meta,Hakabas,Maize,9.4397252,41.5893043
Meta,Hakabas,Haricot_Bean,9.4397035,41.589294
Meta,Hakabas,Khat,9.4397003,41.5892397
Meta,Waybar,Maize,9.4712116,41.5411065
Meta,Waybar,Sorghum,9.4712116,41.5411065
Meta,Waybar,Haricot_Bean,9.4712116,41.5411065
Meta,Waybar,Khat,9.4712116,41.5411065
Deder,Cheka Gemechu,Maize,9.2733613,41.3342086
Jarso,Gara Abdula,Maize,9.4598923,42.2324255
Jarso,Gara Abdula,Wheat,9.4588215,42.2310468
Jarso,Gara Abdula,Potato,9.4587595,42.2310389
Jarso,Gara Abdula,Khat,9.4586837,42.2308423
Jarso,Mulata,Sorghum,9.6043626,42.2441804
Jarso,Mulata,Khat,9.6041881,42.2444201
Fedis,Aneni,Maize,9.006714,42.0758606
Fedis,Aneni,Sorghum,9.006714,42.0758606
Fedis,Aneni,Ground_Nut,9.006714,42.0758606
Fedis,Aneni,Khat,9.006714,42.0758606
Jarso,Gara Abdula,Wheat,9.4573488,42.2326905
Jarso,Gara Abdula,Potato,9.4573488,42.2326905
Jarso,Gara Abdula,Khat,9.4573488,42.2326905
Jarso,Gara Abdula,Maize,9.4592444,42.2471274
Jarso,Gara Abdula,Potato,9.4592444,42.2471274
Jarso,Gara Abdula,Khat,9.4592444,42.2471274
Meta,Dhoqe #2,Maize,9.4439389,41.564817
Meta,Dhoqe #2,Khat,9.4439389,41.564817
Fedis,Aneni,Maize,8.9628183,42.0401947
Fedis,Aneni,Sorghum,8.9628183,42.0401947
Melka Belo,Burika Negeya,Maize,9.1781451,41.3210944
Meta,Hakabas,Maize,9.4516565,41.6070162
Meta,Hakabas,Khat,9.4516765,41.606985
Babile,Nejata Gemechis,Sorghum,9.1598235,42.1901517
Meta,Dhoqe #2,Maize,9.4368388,41.5555919
Meta,Dhoqe #2,Sorghum,9.4368444,41.5556021
Meta,Dhoqe #2,Khat,9.4368388,41.5555919
Meta,Dhoqe #2,Maize,9.450634,41.5759244
Meta,Dhoqe #2,Sorghum,9.4506448,41.5758891
Meta,Dhoqe #2,Haricot_Bean,9.4504911,41.5759725
Meta,Dhoqe #2,Khat,9.4505787,41.5758846
Deder,Cheka Gemechu,Sorghum,9.2739487,41.3244998
Deder,Cheka Gemechu,Khat,9.2739487,41.3244998
Babile,Tula,Sorghum,9.2100137,42.2878064
Deder,Dire Welteha,Sorghum,9.2573655,41.4843261
Jarso,Mulata,Sorghum,9.5774452,42.2415237
Jarso,Mulata,Wheat,9.5775184,42.2408659
Jarso,Mulata,Sorghum,9.6107632,42.2365495
Gursum,Harashi,Maize,9.3916277,42.3547108
Gursum,Harashi,Khat,9.3874875,42.358164
Fedis,Kerensa Lencho,Maize,9.1471796,42.1192647
Babile,Ifedin,Maize,9.220119,42.2436396
Fedis,Kerensa Lencho,Maize,9.1578889,42.114722
Fedis,Kerensa Lencho,Sorghum,9.158084,42.1147008
Fedis,Aneni,Maize,8.9676966,42.0417266
Fedis,Aneni,Khat,8.9674481,42.0412672
Chinakesen,Lugo,Wheat,9.5164288,42.6036093
Chinakesen,Lugo,Khat,9.5165516,42.6032357
Gursum,Harashi,Maize,9.3857834,42.3579049
Gursum,Harashi,Khat,9.3857834,42.3579049
Chinakesen,Lugo,Wheat,9.5125693,42.5868564
Meta,Waybar,Sorghum,9.4547057,41.5483387
Meta,Dhoqe #2,Maize,9.4270276,41.5677794
Meta,Dhoqe #2,Sorghum,9.4270276,41.5677794
Midega Tola,Bilisuma,Maize,8.8310384,42.1603837
Midega Tola,Bilisuma,Sorghum,8.8312504,42.1607964
Midega Tola,Bilisuma,Ground_Nut,8.8313454,42.1611819
Midega Tola,Bilisuma,Onion,8.8313454,42.1611819
Babile,Tula,Sorghum,9.2096605,42.3075328
Babile,Tula,Ground_Nut,9.20618,42.3182093
Babile,Tula,Sorghum,9.2020391,42.3120357
Babile,Tula,Ground_Nut,9.2020391,42.3120357
Babile,Tula,Khat,9.2020391,42.3120357
Fedis,Negeya Umerkule,Maize,9.1387549,42.066297
Fedis,Negeya Umerkule,Sorghum,9.138698,42.0662091
Fedis,Negeya Umerkule,Khat,9.138698,42.0662091
Jarso,Bedesa,Maize,9.4520331,42.3254161
Jarso,Bedesa,Wheat,9.4520507,42.3254301
Jarso,Mulata,Maize,9.5883209,42.2312165
Jarso,Mulata,Sorghum,9.5883209,42.2312165
Jarso,Mulata,Ground_Nut,9.5863917,42.2327362
Chinakesen,Godagorez,Maize,9.4521537,42.6232793
Chinakesen,Godagorez,Khat,9.4521537,42.6232793
Babile,Tula,Sorghum,9.2095293,42.308162
Babile,Tula,Ground_Nut,9.2095783,42.3084212
Deder,Dire Welteha,Maize,9.208662,41.4796675
Deder,Dire Welteha,Potato,9.208662,41.4796675
Jarso,Bedesa,Maize,9.4389006,42.3079613
Jarso,Bedesa,Khat,9.4389006,42.3079613
Babile,Nejata Gemechis,Sorghum,9.154644,42.1816802
Babile,Nejata Gemechis,Khat,9.1545965,42.1815903
Babile,Nejata Gemechis,Sorghum,9.1810107,42.1589772
Babile,Nejata Gemechis,Sorghum,9.1673398,42.166996
Babile,Nejata Gemechis,Sorghum,9.146859,42.1870111
Babile,Nejata Gemechis,Khat,9.1465856,42.1867713
Chinakesen,Lugo,Wheat,9.456534,42.6265078
Melka Belo,Burika Negeya,Maize,9.376346,41.4728421
Melka Belo,Burika Negeya,Khat,9.376346,41.4728421
Jarso,Gara Abdula,Wheat,9.4715919,42.2356472
Gursum,Harashi,Maize,9.4080172,42.3453716
Gursum,Harashi,Khat,9.4080172,42.3453716
Jarso,Mulata,Maize,9.5891649,42.1976348
Meta,Dhoqe #2,Maize,9.4272149,41.5594338
Meta,Dhoqe #2,Khat,9.4272149,41.5594338
Deder,Cheka Gemechu,Maize,9.2705677,41.3460522
Deder,Cheka Gemechu,Potato,9.2703546,41.3451037
Babile,Ifedin,Sorghum,9.1888685,42.2333855
Fedis,Aneni,Sorghum,9.0219704,42.0942243
Meta,Waybar,Maize,9.4583253,41.557531
Meta,Waybar,Khat,9.4583253,41.557531
Jarso,Weltehi,Maize,9.4413446,42.2586103
Jarso,Weltehi,Wheat,9.4413446,42.2586103
Jarso,Weltehi,Potato,9.4414583,42.2586199
Jarso,Weltehi,Khat,9.4413446,42.2586103
Deder,Cheka Gemechu,Maize,9.2726054,41.3170259
Chinakesen,Lugo,Wheat,9.5158784,42.5981081
Fedis,Kufa Bobasa,Maize,8.9963203,42.225754
Fedis,Kufa Bobasa,Sorghum,8.9963203,42.225754
Melka Belo,Boko Jalela,Sorghum,9.0882579,41.4136605
Melka Belo,Boko Jalela,Ground_Nut,9.0882579,41.4136605
Fedis,Kerensa Lencho,Maize,9.1461935,42.1199169
Fedis,Kerensa Lencho,Sorghum,9.1461935,42.1199169
Fedis,Kerensa Lencho,Khat,9.1461935,42.1199169
Fedis,Kerensa Lencho,Sorghum,9.1529326,42.1222166
Fedis,Kerensa Lencho,Khat,9.1529326,42.1222166
Gursum,Harashi,Maize,9.3843725,42.3582936
Gursum,Harashi,Haricot_Bean,9.3843725,42.3582936
Gursum,Harashi,Khat,9.3843725,42.3582936
Chinakesen,Yugyug,Wheat,9.5305021,42.6246832
Deder,Dire Welteha,Maize,9.2461066,41.4705102
Deder,Dire Welteha,Khat,9.2461066,41.4705102
Fedis,Kufa Bobasa,Maize,9.0436925,42.2026224
Fedis,Kufa Bobasa,Sorghum,9.0436925,42.2026224
Fedis,Kufa Bobasa,Khat,9.0436925,42.2026224
Melka Belo,Burika Negeya,Maize,9.1711265,41.3057033
Melka Belo,Burika Negeya,Khat,9.1711265,41.3057033
Fedis,Negeya Umerkule,Maize,9.1715824,42.0825346
Fedis,Negeya Umerkule,Sorghum,9.1715745,42.0824903
Fedis,Negeya Umerkule,Khat,9.1715772,42.0825009
Meta,Waybar,Maize,9.4771208,41.552936
Meta,Waybar,Sorghum,9.477137,41.5529513
Meta,Waybar,Khat,9.4771208,41.552936
Jarso,Bedesa,Maize,9.4372073,42.3053732
Jarso,Bedesa,Khat,9.4372073,42.3053732
Melka Belo,Boko Jalela,Maize,9.1095957,41.4202913
Melka Belo,Boko Jalela,Sorghum,9.1095957,41.4202913
Babile,Tula,Maize,9.2069668,42.3195993
Babile,Tula,Sorghum,9.2069723,42.3195921
Jarso,Weltehi,Maize,9.4138426,42.2676701
Jarso,Weltehi,Haricot_Bean,9.4138426,42.2676701
Jarso,Weltehi,Khat,9.4138426,42.2676701
Midega Tola,Bilisuma,Maize,8.83579,42.1495122
Midega Tola,Bilisuma,Sorghum,8.8329621,42.1599556
Midega Tola,Bilisuma,Ground_Nut,8.833102,42.1599937
Melka Belo,Burika Negeya,Maize,9.16059,41.2778864
Melka Belo,Burika Negeya,Wheat,9.1606958,41.2776427
Babile,Nejata Gemechis,Sorghum,9.1438234,42.1887641
Midega Tola,Bilisuma,Maize,8.8060221,42.1603113
Fedis,Kerensa Lencho,Maize,9.149964,42.1178523
Fedis,Kerensa Lencho,Sorghum,9.149964,42.1178523
Chinakesen,Yugyug,Wheat,9.5357799,42.6235626
Fedis,Negeya Umerkule,Khat,9.1513832,42.084555
Chinakesen,Mudi Dawe,Haricot_Bean,9.548052,42.392349
Chinakesen,Mudi Dawe,Khat,9.5476067,42.3922505
Midega Tola,Bilisuma,Sorghum,8.8000066,42.1633322
Fedis,Kerensa Lencho,Maize,9.1634556,42.1333536
Fedis,Kerensa Lencho,Sorghum,9.1638167,42.134857
Fedis,Kerensa Lencho,Haricot_Bean,9.1639399,42.1351442
Meta,Hakabas,Maize,9.4319207,41.5828969
Meta,Hakabas,Sorghum,9.4318092,41.5829122
Meta,Hakabas,Haricot_Bean,9.431852,41.5829634
Meta,Hakabas,Khat,9.4318405,41.5829101
Jarso,Weltehi,Maize,9.4226656,42.2569231
Jarso,Weltehi,Khat,9.4226731,42.2563372
Jarso,Bedesa,Wheat,9.451061,42.305434
Jarso,Bedesa,Khat,9.451061,42.305434
Jarso,Bedesa,Maize,9.4475263,42.3266296
Jarso,Bedesa,Potato,9.4473143,42.3266979
Deder,Cheka Gemechu,Maize,9.2782112,41.3461438
Deder,Cheka Gemechu,Khat,9.2780511,41.346208
Jarso,Weltehi,Maize,9.4310427,42.2735599
Jarso,Weltehi,Khat,9.4310427,42.2735599
Gursum,Harashi,Maize,9.3820131,42.3581783
Gursum,Harashi,Khat,9.3820131,42.3581783
Midega Tola,Bilisuma,Maize,8.7961314,42.1556367
Midega Tola,Bilisuma,Sorghum,8.7962364,42.1558882
Midega Tola,Bilisuma,Ground_Nut,8.7963196,42.1559221
Meta,Dhoqe #2,Maize,9.4338066,41.5760487
Meta,Dhoqe #2,Khat,9.4337235,41.5761201
Fedis,Negeya Umerkule,Maize,9.1580733,42.0876795
Fedis,Negeya Umerkule,Sorghum,9.1580733,42.0876795
Fedis,Negeya Umerkule,Khat,9.1580733,42.0876795
Gursum,Harashi,Maize,9.4010607,42.3454531
Gursum,Harashi,Khat,9.4010607,42.3454531
Babile,Tula,Maize,9.2086463,42.3248685
Babile,Tula,Sorghum,9.2087096,42.3248171
Babile,Ifedin,Sorghum,9.2111405,42.2340998
Jarso,Bedesa,Maize,9.4386443,42.3107715
Jarso,Bedesa,Potato,9.4417302,42.3095565
Jarso,Bedesa,Khat,9.4386443,42.3107715
Melka Belo,Boko Jalela,Sorghum,9.1227156,41.4117223
Deder,Dire Welteha,Maize,9.2158725,41.4789737
Deder,Dire Welteha,Sorghum,9.2158725,41.4789737
Fedis,Kufa Bobasa,Maize,9.0261191,42.2234668
Fedis,Kufa Bobasa,Sorghum,9.0261191,42.2234668
Meta,Dhoqe #2,Sorghum,9.4429847,41.5812898
Fedis,Kufa Bobasa,Maize,9.0210401,42.1981444
Jarso,Gara Abdula,Wheat,9.4708541,42.2368323
Jarso,Gara Abdula,Potato,9.4710369,42.2367335
Jarso,Gara Abdula,Khat,9.470995,42.2367344
Midega Tola,Bilisuma,Maize,8.842939,42.1781259
Jarso,Gara Abdula,Maize,9.4587503,42.2418599
Jarso,Gara Abdula,Khat,9.4587503,42.2418599
Jarso,Weltehi,Maize,9.4509488,42.273127
Jarso,Weltehi,Khat,9.4509488,42.273127
Melka Belo,Boko Jalela,Sorghum,9.1128037,41.4154275
Deder,Cheka Gemechu,Maize,9.2712898,41.3439968
Deder,Cheka Gemechu,Khat,9.2712898,41.3439968
Babile,Nejata Gemechis,Sorghum,9.1637024,42.1739873
Babile,Nejata Gemechis,Sorghum,9.1609386,42.1635715
Deder,Dire Welteha,Maize,9.2399981,41.4754389
Deder,Dire Welteha,Sorghum,9.2399981,41.4754389
Deder,Dire Welteha,Khat,9.2399981,41.4754389
Deder,Cheka Gemechu,Maize,9.2776461,41.342516
Deder,Cheka Gemechu,Khat,9.2777233,41.342323
Babile,Ifedin,Sorghum,9.229839,42.2405536
Deder,Dire Welteha,Maize,9.2573655,41.4843261
Jarso,Gara Abdula,Maize,9.4617958,42.2422419
Jarso,Gara Abdula,Khat,9.461471,42.2420773
Melka Belo,Boko Jalela,Maize,9.1043147,41.4114477
Melka Belo,Boko Jalela,Sorghum,9.1043147,41.4114477
Melka Belo,Boko Jalela,Khat,9.1043147,41.4114477
Babile,Ifedin,Sorghum,9.2139587,42.2529512
Chinakesen,Mudi Dawe,Maize,9.5440675,42.4233918
Chinakesen,Mudi Dawe,Sorghum,9.5440675,42.4233918
Chinakesen,Mudi Dawe,Wheat,9.5440675,42.4233918
Deder,Dire Welteha,Maize,9.232623,41.4851355
Deder,Dire Welteha,Khat,9.232453,41.485199
Fedis,Negeya Umerkule,Maize,9.1780149,42.0965126
Fedis,Negeya Umerkule,Khat,9.1779592,42.0964955
Meta,Dhoqe #2,Maize,9.4363489,41.5645209
Meta,Dhoqe #2,Khat,9.4368742,41.5646143
Chinakesen,Lugo,Wheat,9.5191811,42.6018012
Chinakesen,Mudi Dawe,Sorghum,9.549493,42.4013518
Chinakesen,Mudi Dawe,Wheat,9.5499789,42.4021919
Chinakesen,Mudi Dawe,Haricot_Bean,9.549493,42.4013518
Chinakesen,Mudi Dawe,Potato,9.5499533,42.4011238
Chinakesen,Mudi Dawe,Khat,9.549493,42.4013518
Melka Belo,Burika Negeya,Maize,9.1865345,41.2921883
Melka Belo,Burika Negeya,Khat,9.1865345,41.2921883
Meta,Dhoqe #2,Maize,9.4460281,41.5589705
Meta,Dhoqe #2,Khat,9.4460281,41.5589705
Chinakesen,Yugyug,Wheat,9.5392841,42.6360584
Chinakesen,Yugyug,Potato,9.5393185,42.6357181
Jarso,Bedesa,Maize,9.4411811,42.2964116
Jarso,Bedesa,Wheat,9.4410419,42.2964993
Jarso,Bedesa,Khat,9.4411811,42.2964116
Chinakesen,Yugyug,Maize,9.535227,42.6216056
Chinakesen,Yugyug,Wheat,9.5341331,42.623435
Deder,Dire Welteha,Maize,9.2181815,41.4768197
Deder,Dire Welteha,Potato,9.2181815,41.4768197
Deder,Cheka Gemechu,Maize,9.2905438,41.3441208
Deder,Cheka Gemechu,Sorghum,9.2905438,41.3441208
Deder,Cheka Gemechu,Maize,9.2696408,41.3391766
