"WOREDA","KEBELE","WATERSHED","WSNAME","AGRO","TYPE","YEAR","MONTHNUM","MONTHNAME","PRECIP_MEAN","TREES_PCT","CROPS_PCT","SCRUB_SHRUB_PCT","BUILT_PCT","BARREN_PCT","VEGETATION_PCT","NONVEGETATION_PCT","NDVI_MEAN"
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2018,4,"April",143.989227295,0.202494275278666,39.4220397040177,0,3.11689786340153,57.2585681573021,39.6245339792964,60.3754660207036,0.226434342965
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2018,5,"May",95.8614044189,3.31749966881777,17.2763573740088,8.91731799171098,1.57453492553131,68.9142900399311,29.5111750345376,70.4888249654624,0.341566530466
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2018,6,"June",44.8629226685,0.336859635510304,1.65023372002801,70.785942733862,22.1797467875324,5.04721712306732,72.7730360894003,27.2269639105997,0.266829628809
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2018,7,"July",47.9502487183,4.63594860450887,14.7738504259425,31.2161716948275,42.0930013648986,7.28102790982256,50.6259707252789,49.3740292747211,0.279614915148
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2018,8,"August",125.213302612,0.196816865691414,0.113548191745046,71.2174258624931,11.4059158607899,17.0662932192805,71.5277909199296,28.4722090800704,0.314778360134
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2018,9,"September",58.6388320923,0.613160235423251,16.0613917223368,22.3689937737742,1.03139607501751,59.9250581934483,39.0435457315342,60.9564542684658,0.35992475563
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2018,10,"October",92.4884262085,6.46846198974281,5.42760356541322,44.8534282091558,26.384814821824,16.8656914138642,56.7494937643118,43.2505062356882,0.275921410644
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2018,11,"November",21.2247657776,0.181677106792074,1.57074998580648,55.9508714823716,12.1288393482334,30.1678620767964,57.7032985749702,42.2967014250298,0.309980925878
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2018,12,"December",4.049908638,0.0416343369731837,5.44463579417498,40.3947692133003,9.99413334342651,44.1248273121251,45.8810393444484,54.1189606555516,0.229601816268
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2019,1,"January",7.63840341568,0.124903010919551,6.83370867318938,15.0545977555307,11.2337011033099,66.7530894570504,22.0132094396397,77.9867905603603,0.19837413571
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2019,2,"February",4.09701156616,4.97719573815787,2.61917828958574,34.3748225809504,24.5320868265173,33.4967165647887,41.971196608694,58.028803391306,0.149412741912
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2019,3,"March",22.071844101,3.86820839878125,1.79973883915899,47.4252947521811,0.017032228761757,46.8897257811169,53.0932419901213,46.9067580098787,0.150661337135
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2019,4,"April",30.7265014648,2.7781457580288,9.4945212997483,6.24515054597756,8.9949092560701,72.4872731401752,18.5178176037547,81.4821823962453,0.139130056341
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2019,5,"May",76.6338882446,0.380386442345906,0.0416343369731837,19.3561817528056,6.46846198974281,73.7533354781325,19.7782025321247,80.2217974678753,0.203863678699
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2019,6,"June",80.2013244629,NA,NA,NA,NA,NA,NA,NA,0.313806937358
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2019,7,"July",85.9244003296,NA,NA,NA,NA,NA,NA,NA,0.317551542876
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2019,8,"August",99.8519439697,9.83516587498344,2.40532919513257,12.9236766904487,47.9608637232452,26.8749645161901,25.1641717605647,74.8358282394353,0.322112716702
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2019,9,"September",93.0493927002,4.36971291232187,43.1161408754566,38.7104710357488,1.61806173236691,12.1856134441059,86.1963248235272,13.8036751764728,0.412682065535
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2019,10,"October",156.730621338,4.6554758615469,18.4686133873318,67.3189379459132,2.63999545807233,6.91697734713575,90.4430271947919,9.55697280520808,0.442591364031
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2019,11,"November",64.568107605,0.276300599912946,0.00946234931208721,63.5207509320414,5.43328097500047,30.7602051437331,63.8065138812664,36.1934861187336,0.365986175138
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2019,12,"December",18.5678920746,6.3473439185481,10.9100887568365,53.9126814405481,4.44541170681857,24.3844741772487,71.1701141159327,28.8298858840673,0.326436968871
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2020,1,"January",11.641752243,4.68386290948317,32.5750837417914,26.6175886149013,2.38072708692114,33.742737646903,63.8765352661759,36.1234647338241,0.29932240133
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2020,2,"February",4.13608455658,12.217785431767,40.1790276489847,24.9484301962491,2.06468461989743,20.5900721031018,77.3452432770008,22.6547567229992,0.212991166064
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2020,3,"March",51.3682861328,0.179784636929657,0.0283870479362616,55.8032588331031,0.185462046516909,43.8031074355141,56.011430517969,43.988569482031,0.171381045738
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2020,4,"April",102.192337036,20.2077931908934,12.802558619254,0.386063851933158,9.08574780946613,57.5178365284533,33.3964156620806,66.6035843379194,0.202143075833
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2020,5,"May",46.7244377136,5.48236462990561,0.363636363636364,20.9359165424739,1.43467461500248,71.7834078489816,26.7819175360159,73.2180824639841,0.386854197223
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2020,6,"June",46.2687301636,3.60729182759153,1.5468098254287,47.503089757454,42.7004480148308,4.64236057469489,52.6571914104743,47.3428085895257,0.338590147832
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2020,7,"July",77.7725830078,1.59156715429307,1.00490149694366,35.7052288942299,16.7445733426695,44.9537291118639,38.3016975454666,61.6983024545334,0.324115551445
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2020,8,"August",98.4963989258,NA,NA,NA,NA,NA,NA,NA,NA
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2020,9,"September",101.76423645,8.94381256978482,17.5375182150224,47.4744989686039,7.63422342499196,18.4099468215969,73.9558297534112,26.0441702465888,0.418053800996
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2020,10,"October",12.6299448013,3.89470297685509,23.3227985844325,47.9570787835204,14.0042769818891,10.8211426733029,75.174580344808,24.825419655192,0.423090972497
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2020,11,"November",11.4336776733,0.264945780738442,1.3890728790144,70.3014704490831,5.77203308037319,22.2724778107909,71.9554891088359,28.0445108911641,0.328786196516
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2020,12,"December",6.39130544662,1.38718040915198,15.9270263621052,32.527771995231,5.67930205711474,44.4787191763971,49.8419787664881,50.1580212335119,0.294038295638
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2021,1,"January",7.05243968964,NA,NA,NA,NA,NA,NA,NA,0.196068671186
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2021,2,"February",2.94569063187,0.914062943547624,4.58734694649988,27.6470922200564,32.5864385609659,34.2650593289302,33.1485021101039,66.8514978898961,0.189972764343
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2021,3,"March",6.29381942749,1.16386896538673,0.00946234931208721,45.2773414583373,0.359569273859314,53.1897579531046,46.4506727730361,53.5493272269639,0.174577763517
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2021,4,"April",99.1452789307,18.637043205087,52.3513938040537,0.0889460835336197,19.462160065101,9.46045684222479,71.0773830926742,28.9226169073258,0.13925245577
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2021,5,"May",126.633560181,14.5530932419901,5.98777464468878,7.48282583599856,0.00189246986241744,71.9744138074601,28.0236937226775,71.9763062773225,0.323361031107
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2021,6,"June",24.7609863281,0.662364451846104,22.499574194281,22.8231865407543,41.3220794458848,12.6927953672338,45.9851251868814,54.0148748131186,0.256254391165
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2021,7,"July",58.4260444641,NA,NA,NA,NA,NA,NA,NA,NA
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2021,8,"August",87.8918762207,1.41556745708825,0.274408130050529,65.0101247137639,5.4257110955508,27.8741886035465,66.7001003009027,33.2998996990973,0.367043214152
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2021,9,"September",136.919708252,10.4540035199939,1.38150299956473,25.4612895289643,50.8960844798547,11.8071194716224,37.2967960485229,62.7032039514771,0.414228321831
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2021,10,"October",89.3356170654,4.9374538710471,22.5506708805662,54.2438636664711,12.1610113358945,6.10700024602108,81.7319884180844,18.2680115819156,0.40317383731
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2021,11,"November",5.23617839813,0.00378493972483488,0,15.4311992581518,54.0205522227059,30.5444635794175,15.4349841978766,84.5650158021234,0.273861662891
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2021,12,"December",3.90739154816,0.017032228761757,1.45341685433659,25.1357847126284,6.18837645010503,67.2053897541682,26.6062337957268,73.3937662042732,0.210776186657
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2022,1,"January",11.5849380493,0.558278609413145,2.09496413769611,36.5398081035559,17.2650025548343,43.5419465945005,39.1930508506652,60.8069491493348,0.182482002501
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2022,2,"February",3.45791578293,0,0,9.62888665997994,51.7779754357412,38.5931379042789,9.62888665997994,90.3711133400201,0.164075837313
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2022,3,"March",15.4850940704,0.334967165647887,0.268730720463277,42.0677125716773,1.86976022406843,55.4588293181431,42.6714104577885,57.3285895422115,0.162605485174
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2022,4,"April",45.0390701294,7.61529872636778,23.7713139418255,0.435268068356011,13.9418254764293,54.2362937870214,31.8218807365493,68.1781192634507,0.0891172961086
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2022,5,"May",28.8958454132,0,0,0.0454192766980186,0.401203610832498,99.5533771124695,0.0454192766980186,99.954580723302,0.207132242846
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2022,6,"June",70.5188293457,0,73.6360023466626,3.54081111258303,21.6403928767434,1.1827936640109,77.1768134592457,22.8231865407543,0.202291590713
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2022,7,"July",26.5947246552,0,0,48.2541965519199,22.4068431710225,29.3389602770576,48.2541965519199,51.7458034480801,0.329972935131
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2022,8,"August",68.2932891846,7.01727824984387,1.45152438447418,31.7632141708143,30.4195605684979,29.3484226263697,40.2320168051324,59.7679831948676,0.244356764141
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2022,9,"September",86.9438552856,8.2360288412407,0.359569273859314,36.5435930432808,28.6217141992014,26.2390946424178,45.1391911583808,54.8608088416192,0.252327448697
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2022,10,"October",34.0337791443,0.721031017581045,13.1129236766904,68.927537328968,8.95705985882175,8.28144811793872,82.7614920232395,17.2385079767605,0.368251418087
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2022,11,"November",15.5541152954,NA,NA,NA,NA,NA,NA,NA,0.304500095521
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2022,12,"December",4.74313259125,NA,NA,NA,NA,NA,NA,NA,0.205755891261
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2023,1,"January",11.3070545197,1.1070948695142,0.96894456955773,50.3188811718173,9.23146798887228,38.3736114002385,52.3949206108893,47.6050793891107,0.16478065009
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2023,2,"February",3.97143959999,0.459870176567438,5.54304422702068,49.3537215419844,16.470165212619,28.1731988418084,55.3566359455726,44.6433640544274,0.159229138401
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2023,3,"March",159.712295532,1.85462046516909,5.67930205711474,32.8608466910164,29.1781003387521,30.4271304479476,40.3947692133003,59.6052307866997,0.134147821649
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2023,4,"April",81.4999542236,NA,NA,NA,NA,NA,NA,NA,0.195533724372
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2023,5,"May",67.5153961182,NA,NA,NA,NA,NA,NA,NA,0.406022400305
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2023,6,"June",91.5650863647,15.404704680078,0.936772581896633,48.5210348025208,19.9523097594671,15.1851781760375,64.8625120644954,35.1374879355046,0.371430793071
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2023,7,"July",39.1261940002,6.47224692946765,1.48558884199769,45.135406218656,10.0755095475105,36.8312484623682,53.0932419901213,46.9067580098787,0.430690863322
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2023,8,"August",59.5328102112,1.14115932703772,0.202494275278666,53.9902727049072,5.51465717908442,39.151416513692,55.3339263072235,44.6660736927764,0.368902721319
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2023,9,"September",93.1237640381,10.6735300240344,0.0510966862852709,43.8825911697356,28.6917355841108,16.7010465358339,54.6072178800553,45.3927821199447,0.291058004742
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2023,10,"October",62.671043396,0.764557824416646,1.72971745424954,74.3929902916296,8.35336197271059,14.7593724569936,76.8872655702958,23.1127344297042,0.293355599143
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2023,11,"November",45.8830490112,0.936772581896633,3.35345659620371,57.1488049052819,9.67241346681554,28.8885524498022,61.4390340833822,38.5609659166178,0.357123987296
"Babile","Shek Husen","Chachatu","Babile Cacatu sulula","Lowland","Learning",2023,12,"December",3.91039848328,0.357676803996896,3.59758520845556,53.9164663802729,6.39276319524611,35.7355084120285,57.8717283927254,42.1282716072747,0.269131244971
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2017,1,"January",7.46739635468,NA,NA,NA,NA,NA,NA,NA,0.256894065928
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2017,2,"February",4.96014612198,NA,NA,NA,NA,NA,NA,NA,0.158913643774
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2017,3,"March",58.7376626587,NA,NA,NA,NA,NA,NA,NA,0.210439429497
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2017,4,"April",17.910220108,NA,NA,NA,NA,NA,NA,NA,0.267039531557
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2017,5,"May",109.58146759,NA,NA,NA,NA,NA,NA,NA,NA
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2017,6,"June",31.7100312805,NA,NA,NA,NA,NA,NA,NA,0.356736665176
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2017,7,"July",67.5914022827,NA,NA,NA,NA,NA,NA,NA,0.352121242349
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2017,8,"August",140.56052063,NA,NA,NA,NA,NA,NA,NA,0.378027534196
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2017,9,"September",176.150894775,NA,NA,NA,NA,NA,NA,NA,0.474949196648
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2017,10,"October",17.2307917023,NA,NA,NA,NA,NA,NA,NA,0.498440780327
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2017,11,"November",6.78983768463,NA,NA,NA,NA,NA,NA,NA,0.363177983894
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2017,12,"December",3.80817842484,0.359330443344714,7.33110829784785,53.6067313717216,2.32477845551847,36.3780514315674,61.2971701129142,38.7028298870858,0.303050292996
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2018,1,"January",9.42469039917,1.65215278577,4.98714850193732,73.473484993798,4.3503280009207,15.5368857175739,80.1127862815054,19.8872137184946,0.255101718995
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2018,2,"February",13.0756474686,4.9053081162645,24.1352412373243,60.515850180944,1.64064398153476,8.80295648393243,89.5563995345328,10.4436004654672,0.218759308147
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2018,3,"March",37.6322671509,9.07788902955205,22.2784874873723,46.7628291198322,4.17002340123528,17.7107709620082,78.1192056367566,21.8807943632434,0.214135007981
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2018,4,"April",157.715091553,7.07326527975191,55.1531205582117,0,1.17586251453676,36.5977516474997,62.2263858379636,37.7736141620364,0.237687778285
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2018,5,"May",110.130935364,7.07152082454189,45.9584915793916,5.57665502998683,0.434777048886843,40.9585555171929,58.6066674339203,41.3933325660797,0.419644957011
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2018,6,"June",53.4459957886,0.759581079525837,8.40270584775131,42.7616015140471,22.7350033887035,25.3411081699722,51.9238884413243,48.0761115586757,0.352386366782
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2018,7,"July",76.4140539551,2.70584775130753,7.8438894643291,73.277835321799,11.0203194332553,5.15210802930909,83.8275725374356,16.1724274625644,0.359954752659
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2018,8,"August",155.697513428,18.7567933913889,10.8579174179358,37.5660157798494,31.251518522781,1.56775488804491,67.180726589174,32.819273410826,0.480194165746
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2018,9,"September",73.3265408325,13.467858467283,15.0675822559814,12.9934399815859,0.622754184729096,57.8483651104206,41.5288807048503,58.4711192951497,0.484480878148
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2018,10,"October",76.3559423828,9.96790322374394,17.2299586961804,58.5938798736589,12.0446030101917,2.16365519622511,85.7917417935832,14.2082582064168,0.425022730194
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2018,11,"November",31.7179853821,4.91170189639519,29.1466861037583,46.0543982813519,7.28507308090689,12.6021406375878,80.1127862815054,19.8872137184946,0.422825730549
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2018,12,"December",3.68382275581,2.90021866728047,21.6992110075319,53.2269408319587,2.52426439559596,19.649365097633,77.826370506771,22.173629493229,0.352354614718
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2019,1,"January",8.48163928986,1.23016329714454,7.24415288807048,64.5400953951995,0.641935525121162,26.3436528944643,73.0144115804146,26.9855884195854,0.282544806784
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2019,2,"February",4.9993910408,3.78383908134167,9.05487142108157,66.0797176506694,11.4461451899592,9.63542665694812,78.9184281530927,21.0815718469073,0.221545982795
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2019,3,"March",25.0069361877,41.5570133374254,0.016623828339791,22.341146532653,0.0920704338819197,35.9931458676999,63.9147836984182,36.0852163015818,0.217997918892
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2019,4,"April",35.680161438,18.9946420122505,28.6505287656168,5.75312336159384,4.35927929310367,42.2424265674352,53.3982941394611,46.6017058605389,0.269915599751
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2019,5,"May",88.9471740723,3.02809426989425,32.2041917622537,0.809452564545211,0.149614455058119,63.8086469482488,36.0417385966931,63.9582614033069,0.365026222048
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2019,6,"June",68.9453814697,NA,NA,NA,NA,NA,NA,NA,0.384459136709
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2019,7,"July",108.872640381,NA,NA,NA,NA,NA,NA,NA,0.39319421691
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2019,8,"August",140.981444092,27.6991359226164,17.6398596242885,0.325872187324899,51.0262762098558,3.30885605591436,45.6648677342299,54.3351322657702,0.387835584827
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2019,9,"September",131.338039551,91.4758123297656,7.57151443076176,0.13810565082288,0.37339675963223,0.441170829017532,99.1854324113502,0.814567588649761,0.508387589615
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2019,10,"October",160.1690979,16.5995319752944,4.97436094167594,67.0247183539853,0.131711870692191,11.2696768583522,88.5986112709556,11.4013887290444,0.548357957988
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2019,11,"November",68.3803796387,3.77744530121098,4.04854157875219,63.848288385059,18.191583227836,10.1341415071419,71.6742752650222,28.3257247349778,0.46269747739
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2019,12,"December",15.8096204376,17.068835436887,14.7542870295776,60.4071559187223,4.24930627485582,3.52041533995729,92.2302783851869,7.76972161481311,0.435160071744
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2020,1,"January",14.5449499512,12.7376887763584,16.8719070088618,60.7588138259102,0.757023567473562,8.87456682139615,90.3684096111303,9.63159038886971,0.359394960268
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2020,2,"February",5.83317813873,8.74796997480851,66.2664160304855,20.9255636117185,1.51404713494712,2.54600324804031,95.9399496170126,4.06005038298743,0.294737389188
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2020,3,"March",57.5794821167,20.1736550683495,0.507666142376696,65.9352182197159,0.685413230009846,12.6980473395481,86.6165394304421,13.3834605695579,0.253107162437
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2020,4,"April",122.164811401,19.5598521758034,34.1018657050421,4.97691845372821,9.14822061098963,32.2131430544366,58.6386363345737,41.3613636654263,0.30659360429
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2020,5,"May",59.2017745972,12.6034193936139,13.1686295571668,36.0417385966931,0.870832853799824,37.3153795987264,61.8137875474738,38.1862124525262,0.424563612773
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2020,6,"June",47.8633233643,NA,NA,NA,NA,NA,NA,NA,0.292846795483
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2020,7,"July",126.516536865,NA,NA,NA,NA,NA,NA,NA,0.252424039871
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2020,8,"August",126.956878662,NA,NA,NA,NA,NA,NA,NA,NA
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2020,9,"September",142.321177979,NA,NA,NA,NA,NA,NA,NA,0.46013838321
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2020,10,"October",14.4681932831,8.19682612754313,26.7375097505147,56.5376401836294,5.04469252311351,3.48333141519929,91.4719760616872,8.52802393831281,0.51886880035
"Babile","Gambela","Gutu","Babile Guutoo","Lowland","Learning",2020,11,"November",13.1376289368,4.35544302502525,9.85665144946996,68.2778992596003,4.90275060421222,12.6072556616923,82.4899937340955,17.5100062659045,0.440733918936
